EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,C.I,Name,DaysWorked,HBN,HED,HEN
RM100,44,36-45,False,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,Upto 5k,25043,4,12,3,3,80,1,17,3,4,3,2,1,2.0,55440919,Alyssa Anderson,21,2,0,1
RM287,44,36-45,True,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,Upto 5k,19920,3,22,4,4,80,1,19,0,1,1,0,0,0.0,93652460,Jessica Gray,29,1,1,0
RM494,44,36-45,False,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,5985,5k-10k,26894,4,11,3,2,80,0,10,1,4,2,2,0,2.0,63349308,Olivia Mills,23,1,2,0
RM498,44,36-45,False,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,19513,15k+,9358,4,12,3,1,80,1,26,2,4,2,2,0,1.0,97219599,Michael Black,23,2,1,2
RM544,44,36-45,False,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,Upto 5k,2104,2,14,3,3,80,0,9,5,3,5,2,1,4.0,20779739,Brooke Khan,29,0,1,1
RM618,44,36-45,False,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5k-10k,5197,9,12,3,4,80,0,10,2,2,5,2,2,3.0,54099326,Sandra Garcia,20,0,2,0
RM632,44,36-45,False,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,Upto 5k,5044,2,24,4,3,80,1,10,2,2,3,2,0,2.0,81621574,Dorothy Thompson,23,0,0,2
RM659,44,36-45,False,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,61,3,1,Research Scientist,1,Married,2559,Upto 5k,7508,1,13,3,4,80,0,8,0,3,8,7,7,1.0,61003997,Bryan Myers,29,0,2,0
RM751,44,36-45,False,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,10k-15k,11737,3,18,3,3,80,1,23,2,3,12,11,11,11.0,52501540,Brandon Austin,28,1,0,1
RM790,44,36-45,True,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,10k-15k,2326,9,14,3,4,80,1,24,1,3,20,6,3,6.0,94127561,Robert Ross,26,2,1,2
RM858,44,36-45,True,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,Upto 5k,10826,1,11,3,3,80,0,6,4,3,6,4,0,2.0,75491202,Ryan Williams,20,0,0,1
RM863,44,36-45,False,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,Upto 5k,4279,2,13,3,4,80,0,6,3,3,0,0,0,0.0,82613940,Rebecca Nelson,24,1,1,0
RM876,44,36-45,False,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,Upto 5k,7744,1,25,4,2,80,0,20,3,3,20,11,13,17.0,14818295,Victoria Compton,25,0,2,1
RM892,44,36-45,False,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,Upto 5k,19982,1,13,3,4,80,1,10,5,3,10,5,7,7.0,92874006,Jesus Johnson,24,1,0,2
RM908,44,36-45,False,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,15k+,8751,7,11,3,3,80,1,26,5,3,22,9,3,10.0,19183277,Grant Baker,20,0,0,2
RM923,44,36-45,False,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190,15k+,17477,1,14,3,4,80,2,26,4,2,25,9,14,13.0,41510328,Patrick Davidson,25,1,1,2
RM929,44,36-45,True,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,5k-10k,14075,1,11,3,4,80,1,10,2,3,10,7,0,5.0,94712997,Thomas Wells,20,2,2,1
RM954,44,36-45,True,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,Upto 5k,14669,4,12,3,3,80,0,10,4,4,3,2,1,2.0,48571356,Richard Anderson,20,0,2,2
RM1043,44,36-45,False,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,Upto 5k,7973,3,14,3,4,80,0,7,5,3,5,2,0,3.0,40532691,Rodney Cole,22,0,2,0
RM1047,44,36-45,False,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,49,3,1,Research Scientist,2,Single,3420,Upto 5k,21158,1,13,3,3,80,0,6,3,2,5,2,1,3.0,22130508,Nicholas Santana,24,2,0,0
RM1052,44,36-45,False,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,79,3,2,Sales Executive,3,Married,4768,Upto 5k,9282,7,12,3,3,80,1,11,4,2,1,0,0,0.0,68246664,Eric Hughes,30,1,1,0
RM1063,44,36-45,False,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,10k-15k,19719,5,18,3,2,80,0,16,2,2,2,2,2,2.0,23212812,Tracey Adams,24,2,1,0
RM1079,44,36-45,False,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,Male,32,3,4,Research Director,1,Married,16328,15k+,22074,3,13,3,3,80,1,24,1,4,20,6,14,17.0,95060193,Nathaniel Williams,20,1,1,0
RM1141,44,36-45,False,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,15k+,3549,0,14,3,4,80,1,23,4,2,22,7,1,10.0,23489853,Antonio Smith Jr.,30,2,0,0
RM1166,44,36-45,False,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,5k-10k,10503,4,11,3,3,80,0,14,3,3,10,7,0,2.0,69549527,Ashley Sanchez,25,0,1,0
RM1201,44,36-45,False,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,Upto 5k,4167,4,18,3,1,80,3,8,2,3,2,2,2,2.0,32329103,Regina Baker,29,0,0,0
RM1215,44,36-45,False,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,5k-10k,14810,1,19,3,2,80,1,9,2,3,8,7,6,7.0,50193656,Tanner Grant,29,2,0,0
RM1280,44,36-45,True,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Upto 5k,11092,1,12,3,3,80,3,6,2,2,5,3,2,3.0,13885234,Catherine Johnson,27,1,2,2
RM1353,44,36-45,False,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,5k-10k,9364,2,15,3,4,80,1,10,5,3,2,0,2,2.0,16172803,John Nelson,25,2,1,2
RM1436,44,36-45,False,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,Upto 5k,13422,6,12,3,3,80,0,6,2,3,4,3,1,2.0,53536830,Kevin White,20,1,2,2
RM068,45,36-45,False,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,5k-10k,18787,2,17,3,3,80,1,25,2,3,1,0,0,0.0,17532195,David Logan,26,0,1,0
RM078,45,36-45,False,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,10k-15k,15067,4,14,3,2,80,0,17,3,4,0,0,0,0.0,49375156,Tina Pope,24,2,0,1
RM142,45,36-45,False,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,Upto 5k,9752,5,13,3,2,80,0,9,2,2,6,5,0,0.0,58112135,Dominic Williams,21,0,1,0
RM154,45,36-45,False,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,Upto 5k,10901,8,18,3,3,80,1,20,2,1,17,9,0,15.0,60310319,Chad Green,23,1,2,0
RM175,45,36-45,False,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,5k-10k,6319,4,11,3,1,80,1,9,3,4,5,4,0,3.0,67805802,Chad Chang,27,1,2,2
RM195,45,36-45,False,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,15k+,20462,9,23,4,4,80,1,22,1,3,20,8,11,8.0,29538047,Gerald Wilson,20,2,0,1
RM219,45,36-45,False,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,8865,5k-10k,16840,6,12,3,4,80,0,23,2,3,19,7,12,8.0,42775624,Tara Miller,26,0,1,1
RM245,45,36-45,False,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,19202,15k+,15970,0,11,3,3,80,1,25,2,3,24,0,1,7.0,81291936,Andre Miles,20,1,2,1
RM250,45,36-45,False,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5k-10k,5118,4,17,3,4,80,1,9,1,3,3,2,0,0.0,65304649,Mrs. Natalie Rodriguez,24,0,1,1
RM269,45,36-45,False,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,10k-15k,7501,0,14,3,2,80,0,21,2,3,20,7,4,10.0,85957578,Lindsey Graham,21,1,0,2
RM312,45,36-45,False,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,5k-10k,20308,1,18,3,1,80,1,24,2,3,24,9,9,11.0,34166826,Rhonda Wallace,29,2,0,2
RM335,45,36-45,False,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,Upto 5k,9278,9,14,3,1,80,2,12,3,3,10,9,9,8.0,32814819,Debra Ruiz,26,2,1,0
RM408,45,36-45,False,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,Upto 5k,9655,3,21,4,4,80,2,8,3,2,2,2,0,0.0,33497411,Kim Curtis,27,0,2,2
RM453,45,36-45,False,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,4805,Upto 5k,16177,0,19,3,2,80,1,9,3,4,8,7,3,7.0,20598952,Sean White,24,0,1,1
RM505,45,36-45,True,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,4286,Upto 5k,5630,2,14,3,4,80,2,5,4,3,1,1,0,0.0,91804602,Laura Spencer DVM,25,0,1,0
RM565,45,36-45,False,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632,5k-10k,12388,0,13,3,1,80,0,9,3,3,8,7,3,1.0,61344226,Michael Ingram,24,0,1,1
RM604,45,36-45,False,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274,Upto 5k,6153,1,14,3,4,80,0,1,3,3,1,0,0,0.0,93176117,Miguel Beard,30,0,2,0
RM626,45,36-45,False,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,10k-15k,19239,4,12,3,3,80,1,18,2,3,5,4,0,2.0,42323627,Mark Davis,21,2,1,1
RM697,45,36-45,False,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,Upto 5k,23163,1,12,3,2,80,0,9,5,2,9,7,0,8.0,76795767,Tamara Le,29,2,0,1
RM714,45,36-45,False,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,Upto 5k,11005,3,14,3,4,80,2,8,2,3,5,3,0,2.0,88270025,Laura Chen DDS,29,0,1,2
RM719,45,36-45,False,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,Upto 5k,14039,1,15,3,3,80,1,9,2,3,9,8,0,8.0,29208935,David Fox,24,0,2,0
RM756,45,36-45,False,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,15k+,5404,3,13,3,2,80,1,26,4,4,9,3,1,1.0,41163805,Roy Williamson,27,1,2,1
RM760,45,36-45,False,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,Upto 5k,8318,1,16,3,1,80,0,6,3,3,6,3,0,4.0,71894493,Melissa Wang,22,0,0,0
RM806,45,36-45,False,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,5k-10k,17970,1,13,3,4,80,1,15,2,3,15,10,4,12.0,95618110,Christopher Hammond,21,1,0,2
RM855,45,36-45,False,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,Upto 5k,20100,4,19,3,3,80,1,7,2,2,3,2,0,2.0,44088261,Elizabeth Shelton,27,1,0,2
RM914,45,36-45,True,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,15k+,2493,2,16,3,1,80,0,26,2,3,24,10,1,11.0,71682508,Marie Hayes,21,0,0,1
RM937,45,36-45,False,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061,15k+,13035,3,22,4,3,80,0,22,4,3,0,0,0,0.0,44269370,Lori Gonzalez,30,0,0,2
RM1035,45,36-45,False,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,10k-15k,19863,2,18,3,2,80,1,24,2,3,7,7,0,7.0,99501846,Sean Turner,22,2,0,0
RM1038,45,36-45,False,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,5k-10k,14720,4,18,3,4,80,2,10,4,4,3,1,1,2.0,11261301,Anthony Martin,23,2,2,0
RM1093,45,36-45,False,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,Upto 5k,4585,4,20,4,4,80,1,8,3,3,5,4,0,3.0,72445234,David Mendoza,23,2,2,2
RM1100,45,36-45,False,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,5k-10k,20933,1,12,3,1,80,3,10,4,3,10,8,7,7.0,48605268,Mathew Mckenzie,24,0,0,1
RM1143,45,36-45,False,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,5k-10k,23447,1,14,3,1,80,0,10,3,3,10,7,1,4.0,83363160,Amy Gay,21,2,2,2
RM1144,45,36-45,False,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,Upto 5k,24162,1,15,3,1,80,1,10,2,3,10,7,4,5.0,31203129,Amanda Nicholson,25,1,1,1
RM1161,45,36-45,False,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5k-10k,5388,1,19,3,1,80,2,10,3,3,10,7,3,9.0,19913576,Michelle Snyder,25,1,1,2
RM1222,45,36-45,False,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,10k-15k,3395,3,23,4,4,80,1,25,3,2,23,15,14,4.0,69287967,Edwin Roberts,30,1,0,1
RM1226,45,36-45,False,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,15k+,17119,1,11,3,3,80,0,21,2,3,21,6,8,6.0,56381032,Brianna Randolph,30,1,1,0
RM1244,45,36-45,False,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,5k-10k,6595,4,21,4,3,80,2,9,2,4,5,0,0,3.0,88862539,Doris Bell,27,0,1,0
RM1315,45,36-45,False,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,5k-10k,19665,4,22,4,2,80,2,10,3,4,8,7,5,7.0,50151803,Kelsey Schultz,28,0,2,0
RM1347,45,36-45,False,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,5k-10k,23888,0,13,3,4,80,2,10,2,2,9,8,3,8.0,95756900,Christian Pratt,20,1,1,2
RM1363,45,36-45,False,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,Healthcare Representative,3,Single,5399,5k-10k,14511,4,12,3,3,80,0,12,3,3,4,2,0,3.0,66949781,Matthew Ponce,26,1,1,1
RM1455,45,36-45,False,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,Upto 5k,23333,8,15,3,3,80,0,8,3,3,5,3,0,1.0,43567615,Robert Hamilton DDS,24,0,2,0
RM030,46,46-55,False,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,Female,83,3,5,Manager,1,Single,18947,15k+,22822,3,12,3,4,80,0,22,2,2,2,2,2,0.0,71315464,Anthony Fry,30,2,0,1
RM049,46,46-55,False,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,5k-10k,20445,4,21,4,3,80,0,14,4,3,9,6,0,8.0,50550084,Ashley Warren,30,2,1,0
RM080,46,46-55,False,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,5k-10k,10425,8,22,4,4,80,1,16,2,3,4,2,0,2.0,36738452,Danny Reed,29,2,2,2
RM090,46,46-55,True,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,9619,5k-10k,13596,1,16,3,4,80,0,9,3,3,9,8,4,7.0,61632653,Ryan Santos,20,2,2,2
RM094,46,46-55,False,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,10k-15k,3142,2,13,3,3,80,1,21,5,2,10,9,9,5.0,74855088,Danielle Wall,28,0,2,0
RM179,46,46-55,False,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,10k-15k,2137,1,25,4,3,80,3,24,2,3,24,13,15,7.0,24314759,Benjamin Downs,20,0,1,2
RM210,46,46-55,False,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,5k-10k,12368,7,16,3,3,80,1,17,3,3,4,2,0,0.0,41837210,Kevin Morris,30,1,1,0
RM264,46,46-55,False,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,15k+,14977,3,12,3,2,80,1,28,2,2,7,7,7,7.0,61185849,Caitlin Taylor,21,2,0,1
RM366,46,46-55,False,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,5k-10k,16044,2,14,3,3,80,0,7,2,4,1,0,0,0.0,86762164,Kimberly Larsen,27,2,0,1
RM413,46,46-55,False,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,Upto 5k,26314,2,14,3,3,80,1,19,5,2,10,7,0,8.0,58178682,Gary King,26,1,2,0
RM430,46,46-55,False,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,15k+,2288,6,13,3,3,80,0,26,2,1,3,2,0,1.0,87149951,Darren Jackson,22,1,2,2
RM434,46,46-55,False,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,5k-10k,11563,2,19,3,3,80,1,15,3,3,3,2,1,2.0,49711319,Lisa Franklin,20,2,1,2
RM466,46,46-55,False,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,10k-15k,8984,5,11,3,4,80,0,28,3,2,2,2,1,2.0,49625201,Larry Lewis,21,1,1,0
RM724,46,46-55,False,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,10k-15k,24208,6,13,3,2,80,1,13,3,3,8,7,0,7.0,12944682,Kyle Carpenter,26,0,1,0
RM771,46,46-55,False,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,15k+,21445,9,17,3,4,80,2,23,0,3,2,2,2,2.0,98346110,Alexander Nielsen,29,2,2,2
RM779,46,46-55,False,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,Upto 5k,21029,8,23,4,1,80,3,19,2,3,16,13,1,7.0,63124147,Lisa Dickson,30,1,0,2
RM811,46,46-55,False,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,15k+,15596,3,12,3,4,80,1,23,3,3,12,9,4,9.0,46840133,Daniel Sharp,23,0,0,1
RM862,46,46-55,False,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,15k+,24097,8,23,4,1,80,0,28,2,3,26,15,15,9.0,11086890,Donna Cooper,26,1,1,2
RM870,46,46-55,False,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,15k+,10849,5,11,3,1,80,1,25,2,3,4,2,0,3.0,85957706,Debbie Morales,24,1,0,2
RM878,46,46-55,False,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,5k-10k,17433,2,11,3,3,80,1,12,3,2,6,3,1,4.0,16582607,Cassandra Russell,21,2,1,1
RM917,46,46-55,False,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,15k+,9946,2,14,3,3,80,1,26,2,3,11,4,0,8.0,91390501,Taylor Bass,21,1,2,1
RM944,46,46-55,False,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,Upto 5k,22957,6,12,3,3,80,0,10,3,4,7,6,5,7.0,76669607,Christie Jimenez,20,2,1,0
RM1032,46,46-55,True,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,10k-15k,15986,4,11,3,1,80,1,28,1,4,7,7,4,3.0,48412328,Ashley Gilbert,28,1,1,1
RM1081,46,46-55,False,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606,15k+,11380,8,12,3,4,80,1,23,2,4,13,12,5,1.0,40885967,Brian Smith,21,2,0,0
RM1136,46,46-55,False,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,17567,15k+,3156,1,15,3,2,80,0,27,5,1,26,0,0,12.0,91478884,Cody Fritz,21,1,2,2
RM1232,46,46-55,False,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,5k-10k,9697,6,14,3,4,80,0,19,3,3,10,7,0,9.0,57287718,Hailey Leblanc,20,0,0,0
RM1236,46,46-55,False,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,10k-15k,5596,4,12,3,2,80,1,13,5,2,10,6,0,3.0,39394291,Lacey Wright,27,2,1,0
RM1278,46,46-55,False,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,15k+,14218,7,17,3,3,80,1,24,3,3,2,1,2,2.0,95445405,John Crawford,25,1,2,1
RM1286,46,46-55,False,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,5k-10k,25166,8,15,3,3,80,0,6,3,3,2,2,2,2.0,35519083,William Gray,21,1,0,1
RM1299,46,46-55,True,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,5k-10k,10842,4,22,4,4,80,1,13,2,4,9,7,3,7.0,93334601,Gary Sanchez,30,1,0,2
RM1323,46,46-55,False,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,5k-10k,19989,3,14,3,3,80,1,12,4,2,9,8,4,7.0,43638559,Kristin Hood,24,2,1,2
RM1328,46,46-55,False,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,10k-15k,7739,2,12,3,4,80,1,25,5,3,19,17,2,8.0,98473848,Julie Carney,24,0,2,1
RM1334,46,46-55,True,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,5k-10k,14011,5,21,4,3,80,3,14,2,3,8,7,0,7.0,28358198,Laura Jacobs,28,1,0,2
RM272,47,46-55,True,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849,10k-15k,10268,1,12,3,4,80,1,10,2,2,10,7,9,9.0,94322033,Christopher Smith,27,0,1,1
RM330,47,46-55,False,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,15k+,16375,4,11,3,2,80,1,21,2,3,3,2,1,1.0,23041121,Justin Bernard,23,1,2,0
RM348,47,46-55,False,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,Upto 5k,25751,3,19,3,1,80,0,5,3,3,0,0,0,0.0,94216001,Jessica Park,25,0,0,0
